Datetime,PT08.S5(O3),preds,drift
2004-03-10 18:00:00,1268.0,,False
2004-03-10 19:00:00,972.0,,False
2004-03-10 20:00:00,1074.0,,False
2004-03-10 21:00:00,1203.0,,False
2004-03-10 22:00:00,1110.0,,False
2004-03-10 23:00:00,949.0,,False
2004-03-11 00:00:00,733.0,,False
2004-03-11 01:00:00,730.0,,False
2004-03-11 02:00:00,620.0,,False
2004-03-11 03:00:00,501.0,,False
2004-03-11 04:00:00,445.0,,False
2004-03-11 05:00:00,422.0,,False
2004-03-11 06:00:00,472.0,,False
2004-03-11 07:00:00,730.0,,False
2004-03-11 08:00:00,1102.0,,False
2004-03-11 09:00:00,1028.0,,False
2004-03-11 10:00:00,860.0,,False
2004-03-11 11:00:00,671.0,,False
2004-03-11 12:00:00,664.0,,False
2004-03-11 13:00:00,799.0,,False
2004-03-11 14:00:00,1037.0,,False
2004-03-11 15:00:00,946.0,,False
2004-03-11 16:00:00,957.0,,False
2004-03-11 17:00:00,1104.0,,False
2004-03-11 18:00:00,1409.0,,False
2004-03-11 19:00:00,1704.0,0.0,False
2004-03-11 20:00:00,1654.0,0.0,False
2004-03-11 21:00:00,1285.0,1116.781337381166,False
2004-03-11 22:00:00,821.0,1011.9208939867094,False
2004-03-11 23:00:00,552.0,273.2260865457356,False
2004-03-12 00:00:00,816.0,0.0,False
2004-03-12 01:00:00,832.0,0.0,False
2004-03-12 02:00:00,692.0,0.0,False
2004-03-12 03:00:00,512.0,0.0,False
2004-03-12 04:00:00,384.0,0.0,False
2004-03-12 05:00:00,394.0,0.0,False
2004-03-12 06:00:00,487.0,0.0,False
2004-03-12 07:00:00,748.0,0.0,False
2004-03-12 08:00:00,1400.0,0.0,False
2004-03-12 09:00:00,1588.0,460.702961854171,False
2004-03-12 10:00:00,1237.0,603.537642507581,False
2004-03-12 11:00:00,1167.0,511.8769301204011,False
2004-03-12 12:00:00,959.0,448.1289817588404,False
2004-03-12 13:00:00,983.0,532.8600834379904,False
2004-03-12 14:00:00,1061.0,803.0191851832433,False
2004-03-12 15:00:00,1139.0,921.459262068267,False
2004-03-12 16:00:00,1112.0,1014.2338077549357,False
2004-03-12 17:00:00,994.0,1190.8594624502584,False
2004-03-12 18:00:00,1410.0,1539.4722246685997,False
2004-03-12 19:00:00,1448.0,1998.7370449826121,False
2004-03-12 20:00:00,1887.0,2295.649510683492,False
2004-03-12 21:00:00,1627.0,2258.9301590174437,False
2004-03-12 22:00:00,1491.0,1916.448268475011,False
2004-03-12 23:00:00,1657.0,1474.356591751799,False
2004-03-13 00:00:00,1285.0,1290.2254663365893,False
2004-03-13 01:00:00,1144.0,1153.7754626728129,False
2004-03-13 02:00:00,1043.0,963.4470553189167,False
2004-03-13 03:00:00,996.0,711.0369736573193,False
2004-03-13 04:00:00,992.0,442.8824275890365,False
2004-03-13 05:00:00,819.0,241.6416912311688,False
2004-03-13 06:00:00,835.0,139.24937763344496,False
2004-03-13 07:00:00,940.0,204.77109575178474,False
2004-03-13 08:00:00,1192.0,607.7586116739549,False
2004-03-13 09:00:00,1411.0,1029.4426732291467,False
2004-03-13 10:00:00,1465.0,1184.283474853728,False
2004-03-13 11:00:00,1583.0,1270.3526210505515,False
2004-03-13 12:00:00,1387.0,1231.7584194489755,False
2004-03-13 13:00:00,1101.0,1210.175012184307,False
2004-03-13 14:00:00,850.0,1229.0432174298912,False
2004-03-13 15:00:00,947.0,1280.1449634344317,False
2004-03-13 16:00:00,1078.0,1305.8045824468136,False
2004-03-13 17:00:00,1084.0,1267.128025681246,False
2004-03-13 18:00:00,1395.0,1432.0687769637443,False
2004-03-13 19:00:00,1612.0,1580.7714544171467,False
2004-03-13 20:00:00,1697.0,1904.2982118204236,False
2004-03-13 21:00:00,1886.0,2039.8764843801036,False
2004-03-13 22:00:00,1624.0,2080.097095830366,False
2004-03-13 23:00:00,1536.0,2182.6272274097428,False
2004-03-14 00:00:00,1535.0,2087.4977731825784,False
2004-03-14 01:00:00,1530.0,1938.2139338999987,False
2004-03-14 02:00:00,1337.0,1764.2089642155915,False
2004-03-14 03:00:00,1278.0,1595.8561415406875,False
2004-03-14 04:00:00,1051.0,1452.788809071295,False
2004-03-14 05:00:00,929.0,1255.170101989992,False
2004-03-14 06:00:00,872.0,1099.1962197213725,False
2004-03-14 07:00:00,853.0,1018.2354092651512,False
2004-03-14 08:00:00,959.0,1064.9593406441854,False
2004-03-14 09:00:00,1093.0,1201.422036456468,False
2004-03-14 10:00:00,1225.0,1337.3596512500662,False
2004-03-14 11:00:00,1355.0,1500.3939606701024,False
2004-03-14 12:00:00,1262.0,1545.8033746480942,False
2004-03-14 13:00:00,980.0,1454.4862419352867,False
2004-03-14 14:00:00,872.0,1266.6788551890058,False
2004-03-14 15:00:00,900.0,1153.681115919957,False
2004-03-14 16:00:00,1099.0,1117.9696056285757,False
2004-03-14 17:00:00,1206.0,1091.385662157787,False
2004-03-14 18:00:00,1262.0,1206.0107924955664,False
2004-03-14 19:00:00,1698.0,1395.321381964488,False
2004-03-14 20:00:00,1905.0,1587.473814040888,False
2004-03-14 21:00:00,1648.0,1826.1843144400045,False
2004-03-14 22:00:00,1423.0,1905.4481695704162,False
2004-03-14 23:00:00,1349.0,1928.3299192255363,False
2004-03-15 00:00:00,1250.0,1942.4138348000124,False
2004-03-15 01:00:00,1174.0,1947.504573606886,False
2004-03-15 02:00:00,1149.0,1863.6143881035969,False
2004-03-15 03:00:00,1021.0,1764.884011875838,False
2004-03-15 04:00:00,1013.0,1581.7355780559592,False
2004-03-15 05:00:00,1010.0,1375.4246972227702,False
2004-03-15 06:00:00,1083.0,1179.3902986715548,False
2004-03-15 07:00:00,1235.0,1009.5092246783897,False
2004-03-15 08:00:00,1680.0,916.3595613879152,False
2004-03-15 09:00:00,2184.0,899.3620040016249,False
2004-03-15 10:00:00,1973.0,944.600883516483,False
2004-03-15 11:00:00,1798.0,1040.1829637035262,False
2004-03-15 12:00:00,1522.0,1080.5330443989951,False
2004-03-15 13:00:00,1404.0,993.2745757433586,False
2004-03-15 14:00:00,1263.0,875.9111529164948,False
2004-03-15 15:00:00,1137.0,792.9580287551507,False
2004-03-15 16:00:00,1068.0,812.717320968397,False
2004-03-15 17:00:00,1252.0,877.722814141307,False
2004-03-15 18:00:00,1843.0,957.780540325446,False
2004-03-15 19:00:00,2122.0,1213.5681340170413,False
2004-03-15 20:00:00,1992.0,1514.7139509310946,False
2004-03-15 21:00:00,1707.0,1651.7104476215318,False
2004-03-15 22:00:00,1494.0,1665.665525670629,False
2004-03-15 23:00:00,1164.0,1642.659935692791,False
2004-03-16 00:00:00,1272.0,1578.4543536612764,False
2004-03-16 01:00:00,1040.0,1490.44858562015,False
2004-03-16 02:00:00,867.0,1405.2523245972116,False
2004-03-16 03:00:00,826.0,1278.5902119662205,False
2004-03-16 04:00:00,840.0,1169.9971600892022,False
2004-03-16 05:00:00,793.0,1079.1942722424865,False
2004-03-16 06:00:00,870.0,1036.3862694574054,False
2004-03-16 07:00:00,930.0,1067.6010231976397,False
2004-03-16 08:00:00,1407.0,1286.055881234468,False
2004-03-16 09:00:00,1507.0,1683.7933639865369,False
2004-03-16 10:00:00,1843.0,1920.127468528226,False
2004-03-16 11:00:00,1729.0,2036.7650033952668,False
2004-03-16 12:00:00,1583.0,2010.0945587540045,False
2004-03-16 13:00:00,1671.0,1932.8447898384184,False
2004-03-16 14:00:00,1491.0,1804.3300322853029,False
2004-03-16 15:00:00,1240.0,1640.6245922110975,False
2004-03-16 16:00:00,1313.0,1473.3153437719448,False
2004-03-16 17:00:00,1363.0,1412.8997824304388,False
2004-03-16 18:00:00,1296.0,1616.5706548828166,False
2004-03-16 19:00:00,1432.0,1903.8035513409413,False
2004-03-16 20:00:00,1432.0,2082.714556212537,False
2004-03-16 21:00:00,2034.0,2104.135798019357,False
2004-03-16 22:00:00,1602.0,2025.9027147069573,False
2004-03-16 23:00:00,1362.0,1815.2869850732386,False
2004-03-17 00:00:00,1314.0,1684.630735206185,False
2004-03-17 01:00:00,1114.0,1474.898902352259,False
2004-03-17 02:00:00,992.0,1226.2708312822506,False
2004-03-17 03:00:00,884.0,1003.6632048082538,False
2004-03-17 04:00:00,808.0,827.6006648447365,False
2004-03-17 05:00:00,667.0,664.9056468661875,False
2004-03-17 06:00:00,733.0,567.520992750302,False
2004-03-17 07:00:00,1052.0,517.4690953241661,False
2004-03-17 08:00:00,1534.0,686.1829880410805,False
2004-03-17 09:00:00,1931.0,873.0509661133401,False
2004-03-17 10:00:00,1734.0,1175.242586118984,False
2004-03-17 11:00:00,1595.0,1377.6681754463934,False
2004-03-17 12:00:00,1490.0,1482.3597830249928,False
2004-03-17 13:00:00,1508.0,1606.0075179967098,False
2004-03-17 14:00:00,1334.0,1629.406600558199,False
2004-03-17 15:00:00,1045.0,1539.0400908517186,False
2004-03-17 16:00:00,1221.0,1494.2449095838238,False
2004-03-17 17:00:00,1069.0,1477.6495456384728,False
2004-03-17 18:00:00,1569.0,1434.2497844231548,False
2004-03-17 19:00:00,2306.0,1456.1957592903636,False
2004-03-17 20:00:00,2359.0,1473.729899626691,False
2004-03-17 21:00:00,2050.0,1746.3826569723897,False
2004-03-17 22:00:00,1727.0,1784.3413290018216,False
2004-03-17 23:00:00,1705.0,1710.0617250571959,False
2004-03-18 00:00:00,1551.0,1625.7744131658692,False
2004-03-18 01:00:00,1240.0,1468.382480592234,False
2004-03-18 02:00:00,1115.0,1284.890720515512,False
2004-03-18 03:00:00,969.0,1086.893254793482,False
2004-03-18 04:00:00,925.0,891.8064296441153,False
2004-03-18 05:00:00,828.0,672.3177061183378,False
2004-03-18 06:00:00,893.0,522.8595628887415,False
2004-03-18 07:00:00,1075.0,541.0718208020553,False
2004-03-18 08:00:00,1610.0,768.1952383234166,False
2004-03-18 09:00:00,2051.0,1130.5345478584059,False
2004-03-18 10:00:00,1819.0,1347.3227503919043,False
2004-03-18 11:00:00,1568.0,1467.017181564821,False
2004-03-18 12:00:00,1374.0,1520.099008756224,False
2004-03-18 13:00:00,1268.0,1570.5342796028126,False
2004-03-18 14:00:00,1144.0,1535.9409890850075,False
2004-03-18 15:00:00,1109.0,1381.6303530502482,False
2004-03-18 16:00:00,1347.0,1328.952950287363,False
2004-03-18 17:00:00,1206.0,1219.8444667122094,False
2004-03-18 18:00:00,1397.0,1344.959132413118,False
2004-03-18 19:00:00,1588.0,1765.4535434674472,False
2004-03-18 20:00:00,1569.0,2134.249293784611,False
2004-03-18 21:00:00,1322.0,2302.3507177745923,False
2004-03-18 22:00:00,1194.0,2297.098862283863,False
2004-03-18 23:00:00,1062.0,2277.6838339567184,False
2004-03-19 00:00:00,1040.0,2190.010660125874,False
2004-03-19 01:00:00,917.0,1978.8750154264271,False
2004-03-19 02:00:00,594.0,1746.7163540916517,False
2004-03-19 03:00:00,430.0,1489.5706324419007,False
2004-03-19 04:00:00,397.0,1257.1569348652847,False
2004-03-19 05:00:00,370.0,1023.8702713409439,False
2004-03-19 06:00:00,438.0,860.8994688815437,False
2004-03-19 07:00:00,704.0,807.4742611972615,False
2004-03-19 08:00:00,1476.0,996.925374683924,False
2004-03-19 09:00:00,1716.0,1346.1416855510324,False
2004-03-19 10:00:00,1398.0,1536.2953295900952,False
2004-03-19 11:00:00,1268.0,1585.216706730891,False
2004-03-19 12:00:00,1188.0,1541.250783002586,False
2004-03-19 13:00:00,1171.0,1458.3858497893088,False
2004-03-19 14:00:00,1250.0,1336.0413704729872,False
2004-03-19 15:00:00,1344.0,1219.9719326945487,False
2004-03-19 16:00:00,1378.0,1227.1860346135218,False
2004-03-19 17:00:00,1435.0,1173.5975674332585,False
2004-03-19 18:00:00,1372.0,1212.6449741788674,False
2004-03-19 19:00:00,1471.0,1328.246954346716,False
2004-03-19 20:00:00,1439.0,1416.3120784062485,False
2004-03-19 21:00:00,1429.0,1382.9616677631711,False
2004-03-19 22:00:00,1081.0,1300.2982037228066,False
2004-03-19 23:00:00,993.0,1175.5178044768982,False
2004-03-20 00:00:00,837.0,1063.8505065422505,False
2004-03-20 01:00:00,761.0,920.2714831284247,False
2004-03-20 02:00:00,650.0,665.0497366124764,False
2004-03-20 03:00:00,591.0,387.08962068427354,False
2004-03-20 04:00:00,505.0,148.18103757873178,False
2004-03-20 05:00:00,518.0,0.0,False
2004-03-20 06:00:00,571.0,0.0,False
2004-03-20 07:00:00,842.0,0.0,False
2004-03-20 08:00:00,1145.0,182.35176828783005,False
2004-03-20 09:00:00,1218.0,584.157039818354,False
2004-03-20 10:00:00,1341.0,784.1977196615189,False
2004-03-20 11:00:00,1406.0,896.4686853291932,False
2004-03-20 12:00:00,1422.0,956.7234764613677,False
2004-03-20 13:00:00,1373.0,1000.5326212889049,False
2004-03-20 14:00:00,1153.0,1071.6927041473682,False
2004-03-20 15:00:00,927.0,1171.5354458862275,False
2004-03-20 16:00:00,766.0,1268.7527120442828,False
2004-03-20 17:00:00,941.0,1373.1011708197184,False
2004-03-20 18:00:00,1146.0,1431.1524086124264,False
2004-03-20 19:00:00,1417.0,1520.1523883738555,False
2004-03-20 20:00:00,1442.0,1577.9908469216898,False
2004-03-20 21:00:00,1323.0,1619.1500893016346,False
2004-03-20 22:00:00,1125.0,1500.9475698876195,False
2004-03-20 23:00:00,1036.0,1363.1640529565047,False
2004-03-21 00:00:00,1202.0,1180.7777626297902,False
2004-03-21 01:00:00,1054.0,996.9270898462273,False
2004-03-21 02:00:00,903.0,797.91877371585,False
2004-03-21 03:00:00,885.0,609.8728501549922,False
2004-03-21 04:00:00,818.0,420.3869235748425,False
2004-03-21 05:00:00,700.0,273.33945449255407,False
2004-03-21 06:00:00,580.0,179.46761075779796,False
2004-03-21 07:00:00,815.0,223.87674300093204,False
2004-03-21 08:00:00,1035.0,396.3193741645664,False
2004-03-21 09:00:00,1067.0,574.874711710494,False
2004-03-21 10:00:00,1114.0,778.8257882285397,False
2004-03-21 11:00:00,1000.0,977.5979022620595,False
2004-03-21 12:00:00,906.0,1149.7673353803111,False
2004-03-21 13:00:00,822.0,1270.8769024738576,False
2004-03-21 14:00:00,610.0,1275.396882029716,False
2004-03-21 15:00:00,657.0,1180.6540960640414,False
2004-03-21 16:00:00,647.0,1032.145898188668,False
2004-03-21 17:00:00,762.0,984.4427994254511,False
2004-03-21 18:00:00,1122.0,1033.5188618624234,False
2004-03-21 19:00:00,1130.0,1190.9252842492424,False
2004-03-21 20:00:00,1637.0,1331.4352334723808,False
2004-03-21 21:00:00,1272.0,1395.183939750772,False
2004-03-21 22:00:00,1098.0,1360.9585521430708,False
2004-03-21 23:00:00,1066.0,1292.606402568752,False
2004-03-22 00:00:00,909.0,1306.0550975906663,False
2004-03-22 01:00:00,818.0,1252.2679894324392,False
2004-03-22 02:00:00,472.0,1141.7877518153982,False
